datetime,open,high,low,close,volume
1984-04-01 03:00:00,187527000000.0,187527000000.0,187527000000.0,187527000000.0,0.0
1984-05-01 03:00:00,188986000000.0,188986000000.0,188986000000.0,188986000000.0,0.0
1984-06-01 03:00:00,190520000000.0,190555000000.0,190520000000.0,190555000000.0,0.0
1984-07-01 03:00:00,191983000000.0,191983000000.0,191983000000.0,191983000000.0,0.0
1984-08-01 03:00:00,192900000000.0,192900000000.0,192900000000.0,192900000000.0,0.0
1984-09-01 03:00:00,194221000000.0,194221000000.0,194221000000.0,194221000000.0,0.0
1984-10-01 03:00:00,195997000000.0,195997000000.0,195997000000.0,195997000000.0,0.0
1984-11-01 03:00:00,197099000000.0,197099000000.0,197099000000.0,197099000000.0,0.0
1984-12-01 03:00:00,198799000000.0,198799000000.0,198799000000.0,198799000000.0,0.0
1985-01-01 03:00:00,200776000000.0,200776000000.0,200776000000.0,200776000000.0,0.0
1985-02-01 03:00:00,202240000000.0,202240000000.0,202240000000.0,202240000000.0,0.0
1985-03-01 03:00:00,203578000000.0,203587000000.0,203578000000.0,203587000000.0,0.0
1985-04-01 03:00:00,205233000000.0,205233000000.0,205233000000.0,205233000000.0,0.0
1985-05-01 03:00:00,207225000000.0,207225000000.0,207225000000.0,207225000000.0,0.0
1985-06-01 03:00:00,208616000000.0,208616000000.0,208616000000.0,208616000000.0,0.0
1985-07-01 03:00:00,210378000000.0,210378000000.0,210378000000.0,210378000000.0,0.0
1985-08-01 03:00:00,212038000000.0,212430000000.0,212038000000.0,212430000000.0,0.0
1985-09-01 03:00:00,214664000000.0,214664000000.0,214664000000.0,214664000000.0,0.0
1985-10-01 03:00:00,216619000000.0,216619000000.0,216619000000.0,216619000000.0,0.0
1985-11-01 03:00:00,219083000000.0,219083000000.0,218971000000.0,218971000000.0,0.0
1985-12-01 03:00:00,219947000000.0,219947000000.0,219947000000.0,219947000000.0,0.0
1986-01-01 03:00:00,221320000000.0,221320000000.0,221320000000.0,221320000000.0,0.0
1986-02-01 03:00:00,221317000000.0,221317000000.0,221317000000.0,221317000000.0,0.0
1986-03-01 03:00:00,222244000000.0,222244000000.0,222244000000.0,222244000000.0,0.0
1986-04-01 03:00:00,225943000000.0,225943000000.0,225943000000.0,225943000000.0,0.0
1986-05-01 03:00:00,228112000000.0,228313000000.0,228112000000.0,228313000000.0,0.0
1986-06-01 03:00:00,230077000000.0,230077000000.0,230077000000.0,230077000000.0,0.0
1986-07-01 03:00:00,232472000000.0,232472000000.0,232472000000.0,232472000000.0,0.0
1986-08-01 03:00:00,234151000000.0,234395000000.0,234151000000.0,234395000000.0,0.0
1986-09-01 03:00:00,236112000000.0,236112000000.0,236112000000.0,236112000000.0,0.0
1986-10-01 03:00:00,238535000000.0,238535000000.0,238535000000.0,238535000000.0,0.0
1986-11-01 03:00:00,241918000000.0,241918000000.0,241918000000.0,241918000000.0,0.0
1986-12-01 03:00:00,244868000000.0,244868000000.0,244868000000.0,244868000000.0,0.0
1987-01-01 03:00:00,248409000000.0,248409000000.0,248259000000.0,248259000000.0,0.0
1987-02-01 03:00:00,252294000000.0,252294000000.0,252294000000.0,252294000000.0,0.0
1987-03-01 03:00:00,254413000000.0,254413000000.0,254413000000.0,254413000000.0,0.0
1987-04-01 03:00:00,256778000000.0,256778000000.0,256778000000.0,256778000000.0,0.0
1987-05-01 03:00:00,258252000000.0,258482000000.0,258252000000.0,258482000000.0,0.0
1987-06-01 03:00:00,260580000000.0,260580000000.0,260580000000.0,260580000000.0,0.0
1987-07-01 03:00:00,262617000000.0,262617000000.0,262617000000.0,262617000000.0,0.0
1987-08-01 03:00:00,264017000000.0,264017000000.0,264017000000.0,264017000000.0,0.0
1987-09-01 03:00:00,266094000000.0,266094000000.0,266094000000.0,266094000000.0,0.0
1987-10-01 03:00:00,267900000000.0,268159000000.0,267900000000.0,268159000000.0,0.0
1987-11-01 03:00:00,263775000000.0,263775000000.0,263775000000.0,263775000000.0,0.0
1987-12-01 03:00:00,265918000000.0,265918000000.0,265918000000.0,265918000000.0,0.0
1988-01-01 03:00:00,267646000000.0,267646000000.0,267370000000.0,267370000000.0,0.0
1988-02-01 03:00:00,269741000000.0,269741000000.0,269741000000.0,269741000000.0,0.0
1988-03-01 03:00:00,272411000000.0,272411000000.0,272411000000.0,272411000000.0,0.0
1988-04-01 03:00:00,274603000000.0,274765000000.0,274603000000.0,274765000000.0,0.0
1988-05-01 03:00:00,277324000000.0,277324000000.0,277324000000.0,277324000000.0,0.0
1988-06-01 03:00:00,281544000000.0,281544000000.0,281544000000.0,281544000000.0,0.0
1988-07-01 03:00:00,284136000000.0,284525000000.0,284136000000.0,284525000000.0,0.0
1988-08-01 03:00:00,288402000000.0,288402000000.0,288402000000.0,288402000000.0,0.0
1988-09-01 03:00:00,291439000000.0,291439000000.0,291439000000.0,291439000000.0,0.0
1988-10-01 03:00:00,293949000000.0,293949000000.0,293949000000.0,293949000000.0,0.0
1988-11-01 03:00:00,297392000000.0,297392000000.0,297392000000.0,297392000000.0,0.0
1988-12-01 03:00:00,300728000000.0,300728000000.0,300374000000.0,300374000000.0,0.0
1989-01-01 03:00:00,303154000000.0,303154000000.0,303154000000.0,303154000000.0,0.0
1989-02-01 03:00:00,305829000000.0,305829000000.0,305829000000.0,305829000000.0,0.0
1989-03-01 03:00:00,309219000000.0,309219000000.0,309219000000.0,309219000000.0,0.0
1989-04-01 03:00:00,312149000000.0,312149000000.0,312149000000.0,312149000000.0,0.0
1989-05-01 03:00:00,316353000000.0,316353000000.0,316353000000.0,316353000000.0,0.0
1989-06-01 03:00:00,320688000000.0,320688000000.0,320688000000.0,320688000000.0,0.0
1989-07-01 03:00:00,324232000000.0,324232000000.0,324232000000.0,324232000000.0,0.0
1989-08-01 03:00:00,327718000000.0,327718000000.0,327718000000.0,327718000000.0,0.0
1989-09-01 03:00:00,331018000000.0,331423000000.0,331018000000.0,331423000000.0,0.0
1989-10-01 03:00:00,334344000000.0,334344000000.0,334344000000.0,334344000000.0,0.0
1989-11-01 03:00:00,339017000000.0,339017000000.0,339017000000.0,339017000000.0,0.0
1989-12-01 03:00:00,343252000000.0,343252000000.0,342154000000.0,342154000000.0,0.0
1990-01-01 03:00:00,346086000000.0,346086000000.0,346086000000.0,346086000000.0,0.0
1990-02-01 03:00:00,350540000000.0,350540000000.0,350540000000.0,350540000000.0,0.0
1990-03-01 03:00:00,350945000000.0,352153000000.0,350945000000.0,352153000000.0,0.0
1990-04-01 03:00:00,353101000000.0,353101000000.0,353101000000.0,353101000000.0,0.0
1990-05-01 03:00:00,356116000000.0,356116000000.0,356116000000.0,356116000000.0,0.0
1990-06-01 03:00:00,356310000000.0,356310000000.0,356279000000.0,356279000000.0,0.0
1990-07-01 03:00:00,357910000000.0,357910000000.0,357910000000.0,357910000000.0,0.0
1990-08-01 03:00:00,361491000000.0,361491000000.0,361491000000.0,361491000000.0,0.0
1990-09-01 03:00:00,363223000000.0,363223000000.0,363223000000.0,363223000000.0,0.0
1990-10-01 03:00:00,365008000000.0,365008000000.0,365008000000.0,365008000000.0,0.0
1990-11-01 03:00:00,367854000000.0,367854000000.0,367854000000.0,367854000000.0,0.0
