datetime,open,high,low,close,volume
1999-12-01 03:00:00,3534980000000.0005,3534980000000.0005,3534980000000.0005,3534980000000.0005,0.0
2000-01-01 03:00:00,3452950000000.0,3452950000000.0,3452950000000.0,3452950000000.0,0.0
2000-02-01 03:00:00,3444390000000.0,3444390000000.0,3444390000000.0,3444390000000.0,0.0
2000-03-01 03:00:00,3470268000000.0,3470268000000.0,3470268000000.0,3470268000000.0,0.0
2000-04-01 03:00:00,3483893000000.0,3483893000000.0,3483893000000.0,3483893000000.0,0.0
2000-05-01 03:00:00,3458447000000.0,3458447000000.0,3458447000000.0,3458447000000.0,0.0
2000-06-01 03:00:00,3561091000000.0005,3561091000000.0005,3561091000000.0005,3561091000000.0005,0.0
2000-07-01 03:00:00,3604232000000.0,3604232000000.0,3604232000000.0,3604232000000.0,0.0
2000-08-01 03:00:00,3626910000000.0,3626910000000.0,3626910000000.0,3626910000000.0,0.0
2000-09-01 03:00:00,3661904000000.0,3661904000000.0,3661904000000.0,3661904000000.0,0.0
2000-10-01 03:00:00,3706553000000.0,3706553000000.0,3706553000000.0,3706553000000.0,0.0
2000-11-01 03:00:00,3747491000000.0005,3747491000000.0005,3747491000000.0005,3747491000000.0005,0.0
2000-12-01 03:00:00,3939536000000.0,3939536000000.0,3939536000000.0,3939536000000.0,0.0
2001-01-01 03:00:00,3867151000000.0,3867151000000.0,3867151000000.0,3867151000000.0,0.0
2001-02-01 03:00:00,3714333999999.9995,3714333999999.9995,3714333999999.9995,3714333999999.9995,0.0
2001-03-01 03:00:00,3709751999999.9995,3709751999999.9995,3709751999999.9995,3709751999999.9995,0.0
2001-04-01 03:00:00,3831383999999.9995,3831383999999.9995,3831383999999.9995,3831383999999.9995,0.0
2001-05-01 03:00:00,3832492000000.0,3832492000000.0,3832492000000.0,3832492000000.0,0.0
2001-06-01 03:00:00,3945826999999.9995,3945826999999.9995,3945826999999.9995,3945826999999.9995,0.0
2001-07-01 03:00:00,3974125000000.0,3974125000000.0,3974125000000.0,3974125000000.0,0.0
2001-08-01 03:00:00,4014146000000.0,4014146000000.0,4014146000000.0,4014146000000.0,0.0
2001-10-01 03:00:00,4107826999999.9995,4107826999999.9995,4107826999999.9995,4107826999999.9995,0.0
2001-12-01 03:00:00,4254064000000.0,4254064000000.0,4254064000000.0,4254064000000.0,0.0
2002-01-01 03:00:00,4531103000000.0,4531103000000.0,4531103000000.0,4531103000000.0,0.0
2002-02-01 03:00:00,4595295000000.0,4595295000000.0,4595295000000.0,4595295000000.0,0.0
2002-03-01 03:00:00,4704817000000.0,4704817000000.0,4704817000000.0,4704817000000.0,0.0
2002-04-01 03:00:00,4744911000000.0,4744911000000.0,4744911000000.0,4744911000000.0,0.0
2002-05-01 03:00:00,4676810000000.0,4676810000000.0,4676810000000.0,4676810000000.0,0.0
2002-06-01 03:00:00,4661282000000.0,4661282000000.0,4661282000000.0,4661282000000.0,0.0
2002-07-01 03:00:00,4712708000000.0,4712708000000.0,4712708000000.0,4712708000000.0,0.0
2002-08-01 03:00:00,4774736000000.0,4774736000000.0,4774736000000.0,4774736000000.0,0.0
2002-09-01 03:00:00,4826390000000.0,4826390000000.0,4826390000000.0,4826390000000.0,0.0
2002-10-01 03:00:00,4862432000000.0,4862432000000.0,4862432000000.0,4862432000000.0,0.0
2002-11-01 03:00:00,4909617000000.0,4909617000000.0,4909617000000.0,4909617000000.0,0.0
2002-12-01 03:00:00,5110758000000.0,5110758000000.0,5110758000000.0,5110758000000.0,0.0
2003-01-01 03:00:00,5233655000000.0,5233655000000.0,5233655000000.0,5233655000000.0,0.0
2003-02-01 03:00:00,5217884000000.0,5217884000000.0,5217884000000.0,5217884000000.0,0.0
2003-03-01 03:00:00,5280717000000.0,5280717000000.0,5280717000000.0,5280717000000.0,0.0
